Sample,GAG..µg.,GAG.µl.in.well,Papain.digest.volume,xvolume,Wet.Weight,GAG.mg,Average,Stdev.sqrt,Group
SH055(1) #3,33.6213026166098,3.36213026166098,96.2,323.436931171786,4,80.8592327929465,94.7586796777342,15.4539219903435,OA
SH057(1) #3,22.2719141323793,2.22719141323793,91.35,203.453935599285,3.8,53.5405093682328,56.7984278935133,7.91042068363659,OA
SH059(1) #3,16.1359570661896,1.61359570661896,197.1,318.039713774598,8.2,38.7853309481217,48.6342240016659,18.5424090687949,OA
SH060(1) #3,22.4933796756041,2.24933796756041,161.1,362.368346573982,6.7,54.084827846863,52.4740688976581,6.15061890471715,OA
SH064(1) #3,23.2223183391003,2.32223183391003,177.9,413.125043252595,7.4,55.8277085476479,58.2962678232775,2.19394181720509,OA
SH065(1) #3,13.841557711233,1.3841557711233,72.1,99.7976310979896,3,33.2658770326632,39.0507077807457,12.9794789314602,OA
SH066(1) #3,35.8154659805603,3.58154659805603,110.6,396.119053744997,4.6,86.1128377706516,72.6808948626268,13.9063336272491,OA
SH070(1) #3,25.2854150301126,2.52854150301126,115.4,291.793689447499,4.8,60.7903519682291,52.1954680150146,7.5601024845884,OA
SH071(1) #3,21.2896046085363,2.12896046085363,144.2,306.996098455093,6,51.1660164091822,62.4422874941532,10.6666986693418,OA
SH074(1) #3,28.8611683848797,2.88611683848797,76.9,221.942384879725,3.2,69.3569952749141,66.1590148181788,2.96889731644327,OA
SH075(1) #3,19.3543360433604,1.93543360433604,91.3,176.705088075881,3.8,46.501338967337,53.121723542478,7.70652849540491,OA
SH063(1) #3,17.4898814686325,1.74898814686325,93.8,164.055088175773,3.9,42.0654072245573,32.2335365870207,9.69170052444459,OA
SH076(1) #3,11.9542964244521,1.19542964244521,200,239.085928489043,4.3,55.601378718382,49.2329581358228,7.15933669123952,OA
SH077(1) #3,33.4711943114207,3.34711943114207,84.1,281.492744159048,3.5,80.4264983311566,70.0146183009596,12.1102665157456,OA
SH078(1) #3,19.9531433033971,1.99531433033971,108.2,215.893010542757,4.5,47.9762245650571,42.7683009961145,10.6065405062784,OA
SH079(1) #3,15.9593782654128,1.59593782654128,91.3,145.709123563218,3.8,38.344506200847,37.9996925325015,7.59128079914754,OA
SH080(1) #3,6.60592998955067,0.660592998955067,88.9,58.7267176071054,3.7,15.8720858397582,16.511955036599,5.71328033446991,OA
SH081(1) #3,26.9391514227642,2.69391514227642,134.6,362.600978150406,5.6,64.7501746697154,53.5303253455195,12.1845244033694,OA
SH082(1) #3,21.8802228412256,2.18802228412256,110.6,241.995264623955,4.6,52.607666222599,45.4799971332174,6.18680495394114,OA
MRI001(1) #3,12.2468588322247,1.22468588322247,105.76,129.522779009609,4.4,29.4369952294565,28.3050501172481,0.608558037831158,NonOA
MRI002(1) #3,31.6327196761979,3.16327196761979,48,151.83705444575,2,75.918527222875,60.5494493744119,12.5487995152822,NonOA
MRI003(1) #3,30.4939919893191,3.04939919893191,74.52,227.241228304406,3.1,73.3036220336793,82.8582974431859,7.80135980373635,NonOA
MRI004(1) #3,10.9611086276263,1.09611086276263,125,137.013857845329,5.2,26.3488188164094,39.1088140384661,10.4184924714634,NonOA
MRI005(1) #3,21.4949494949495,2.14949494949495,40.87,87.8498585858585,1.7,51.6763874034462,34.6799714795009,13.8775154899269,NonOA
RJ001(1) #3,21.3274044795784,2.13274044795784,108.17,230.6985342556,4.5,51.2663409456888,48.1339609866784,2.55757752669854,NonOA
MRI006(1) #3,19.2623442893591,1.92623442893591,91.3,175.865203361849,3.8,46.2803166741708,44.456853948243,1.48885108116922,NonOA
MRI007(1) #3,11.5700197238659,1.15700197238659,96.2,111.30358974359,4,27.8258974358974,20.5801967970797,5.91608979802054,NonOA
MRI008(1) #3,17.8219063545151,1.78219063545151,137,244.160117056856,5.7,42.8351082555888,38.8945745236494,3.21743231915886,NonOA
MRI009(1) #3,12.3494370253993,1.23494370253993,110.6,136.584773500916,4.6,29.6923420654166,25.7251584485702,3.2391918590676,NonOA
